field,year,point,start_depth,end_depth,lon,lat,dry_weight,soc,bd,soc (t/ha)
ICG-Field-20,2020,25,0,12,-88.131652,39.374736,271.7,0.42,1.3712,17.55355392
ICG-Field-20,2020,36,0,12,-88.133154,39.3742709,386,0.47,1.4062,20.14465872
ICG-Field-20,2020,2,0,12,-88.13326,39.3736391,258.2,0.49,1.383,20.6553816
ICG-Field-20,2020,19,0,12,-88.132553,39.3730153,255.3,0.74,1.4074,31.74418848
ICG-Field-20,2020,38,0,12,-88.13105,39.3733903,318,0.55,1.4322,24.0094008
ICG-Field-20,2020,17,0,12,-88.131043,39.3729398,271.6,0.58,1.4004,24.75683136
ICG-Field-20,2020,43,0,12,-88.130113,39.3728588,324.7,0.61,1.356,25.2118368
ICG-Field-20,2020,51,0,12,-88.128826,39.3722405,299.5,1.2,1.2886,47.1318336
ICG-Field-20,2020,8,0,12,-88.128585,39.3717022,331.6,1.08,1.2886,42.41865024
ICG-Field-20,2020,47,0,12,-88.128573,39.3709815,207.3,0.91,1.2886,35.74164048
ICG-Field-20,2020,42,0,12,-88.128334,39.3705333,281.5,1.12,1.2886,43.98971136
ICG-Field-20,2020,22,0,12,-88.129246,39.3695333,302.9,0.99,1.4267,43.05095784
ICG-Field-20,2020,15,0,12,-88.132728,39.3694995,307.4,0.78,1.3706,32.58519264
ICG-Field-20,2020,16,0,12,-88.134237,39.3694848,277,0.75,1.3706,31.331916
ICG-Field-20,2020,35,0,12,-88.131334,39.3694229,309.6,1.09,1.2886,42.81141552
ICG-Field-20,2020,6,0,12,-88.130636,39.3693396,340.7,0.91,1.3694,37.98277392
ICG-Field-20,2020,5,0,12,-88.129573,39.3681786,290.8,1,1.3928,42.452544
ICG-Field-20,2020,10,0,12,-88.12911,39.3682732,239.4,1.22,1.2886,47.91736416
ICG-Field-20,2020,56,0,12,-88.129338,39.3680007,308.3,1.19,1.3782,49.98896784
ICG-Field-20,2020,40,0,12,-88.129336,39.3679106,277.3,1.16,1.3782,48.72874176
ICG-Field-20,2020,49,0,12,-88.12933,39.3675502,262.1,1.22,1.2886,47.91736416
ICG-Field-20,2020,32,0,12,-88.128633,39.3674669,311.8,1.19,1.2886,46.73906832
ICG-Field-20,2020,54,0,12,-88.128171,39.3676516,228.4,1.14,1.4185,49.2889032
ICG-Field-20,2020,45,0,12,-88.12817,39.3675615,299.8,1.05,1.4185,45.397674
ICG-Field-20,2020,33,0,12,-88.127588,39.367477,273.7,0.65,1.4242,28.2162504
ICG-Field-20,2020,23,0,12,-88.126081,39.3675817,287.8,0.77,1.4126,33.15315696
ICG-Field-20,2020,13,0,12,-88.126086,39.3679421,331,0.81,1.3875,34.25571
ICG-Field-20,2020,48,0,12,-88.126548,39.3677574,270.4,0.56,1.4281,24.37595328
ICG-Field-20,2020,27,0,12,-88.127373,39.3685603,281,0.71,1.4252,30.84246816
ICG-Field-20,2020,55,0,12,-88.128183,39.3683723,200.1,1.24,1.2886,48.70289472
ICG-Field-20,2020,18,0,12,-88.128306,39.3688216,234.3,1.32,1.2886,51.84501696
ICG-Field-20,2020,39,0,12,-88.126687,39.3691977,297.6,0.79,1.4171,34.12263432
ICG-Field-20,2020,4,0,12,-88.126355,39.3701921,369.2,0.6,1.3733,25.1149104
ICG-Field-20,2020,26,0,12,-88.126154,39.3721763,250.6,1.02,1.4074,43.75550304
ICG-Field-20,2020,20,0,12,-88.128493,39.3732349,366.1,0.88,1.2886,34.56334464
ICG-Field-20,2020,53,0,12,-88.128268,39.3736876,350,0.56,1.3497,23.03775936
ICG-Field-20,2020,3,0,12,-88.128154,39.3737788,243.5,0.58,1.3497,23.86053648
ICG-Field-20,2020,37,0,12,-88.127689,39.3737833,312.9,0.71,1.2886,27.88633488
ICG-Field-20,2020,41,0,12,-88.127121,39.3745097,329.3,0.76,1.3712,31.76357376
ICG-Field-20,2020,24,0,12,-88.127813,39.3742327,324.5,0.48,1.3696,20.03779584
ICG-Field-20,2020,7,0,12,-88.12793,39.3743216,352.3,0.56,1.3696,23.37742848
ICG-Field-20,2020,1,0,12,-88.128284,39.3746786,259.7,0.83,1.2503,31.63058952
ICG-Field-20,2020,21,0,12,-88.129906,39.3744827,368.9,0.63,1.4074,27.02545776
ICG-Field-20,2020,11,0,12,-88.13014,39.3745705,245.8,0.55,1.4074,23.5936536
ICG-Field-20,2020,29,0,12,-88.129912,39.374843,493.4,0.47,1.4069,20.15468664
ICG-Field-20,2020,50,0,12,-88.128528,39.3753971,327.5,0.56,1.4074,24.02262912
ICG-Field-20,2020,9,0,12,-88.127604,39.3756763,281.9,0.44,1.2574,16.86324288
ICG-Field-20,2020,44,0,12,-88.127485,39.3754973,321.7,0.4,1.4074,17.1590208
ICG-Field-20,2020,46,0,12,-88.126092,39.3755108,257.7,1.09,1.2676,42.11372832
ICG-Field-23,2020,20,0,12,-88.061063,39.4343296,251.7,0.73,1.4293,31.80249672
ICG-Field-21,2020,25,0,12,-88.110157,39.3613664,290.2,0.75,1.4171,32.394906
ICG-Field-21,2020,32,0,12,-88.110036,39.3610071,263.5,0.63,1.4171,27.21172104
ICG-Field-21,2020,15,0,12,-88.110027,39.3604666,273.6,0.56,1.4171,24.18819648
ICG-Field-21,2020,30,0,12,-88.110837,39.3602786,290.6,0.57,1.4171,24.62012856
ICG-Field-21,2020,29,0,12,-88.110602,39.3601007,269.5,0.6,1.4171,25.9159248
ICG-Field-21,2020,10,0,12,-88.111062,39.3598259,435.4,0.58,1.4171,25.05206064
ICG-Field-21,2020,3,0,12,-88.110822,39.3593777,354.2,0.62,1.4171,26.77978896
ICG-Field-21,2020,9,0,12,-88.110355,39.359202,246.7,0.72,1.4171,31.09910976
ICG-Field-21,2020,5,0,12,-88.110348,39.3587515,347.1,0.51,1.4171,22.02853608
ICG-Field-21,2020,18,0,12,-88.109863,39.3574046,383,0.69,1.4171,29.80331352
ICG-Field-21,2020,24,0,12,-88.110785,39.3570353,350.6,0.59,1.4171,25.48399272
ICG-Field-21,2020,20,0,12,-88.110314,39.3565893,303.4,0.61,1.4171,26.34785688
ICG-Field-21,2020,6,0,12,-88.111343,39.3555883,256,0.65,1.4171,28.0755852
ICG-Field-21,2020,23,0,12,-88.110407,39.3551468,243.6,0.5,1.4171,21.596604
ICG-Field-21,2020,4,0,12,-88.110066,39.3556005,366.4,0.7,1.4171,30.2352456
ICG-Field-21,2020,11,0,12,-88.109027,39.3559709,316.4,0.59,1.4171,25.48399272
ICG-Field-21,2020,26,0,12,-88.108208,39.3555281,357.7,0.52,1.4171,22.46046816
ICG-Field-21,2020,31,0,12,-88.107864,39.3558017,245.9,0.5,1.4171,21.596604
ICG-Field-21,2020,28,0,12,-88.107645,39.3566148,345.1,0.53,1.4171,22.89240024
ICG-Field-21,2020,12,0,12,-88.107999,39.3569718,305.2,0.42,1.4171,18.14114736
ICG-Field-21,2020,7,0,12,-88.109279,39.3572299,407,0.45,1.4171,19.4369436
ICG-Field-21,2020,22,0,12,-88.107563,39.358778,441.6,0.61,1.4171,26.34785688
ICG-Field-21,2020,1,0,12,-88.107457,39.3594098,376.6,0.69,1.4171,29.80331352
ICG-Field-21,2020,8,0,12,-88.107924,39.3595856,337.2,0.59,1.4171,25.48399272
ICG-Field-21,2020,19,0,12,-88.108149,39.3591329,253.7,0.61,1.4171,26.34785688
ICG-Field-21,2020,2,0,12,-88.108498,39.3592197,465.2,0.58,1.4171,25.05206064
ICG-Field-21,2020,16,0,12,-88.109901,39.359837,419.3,0.7,1.4171,30.2352456
ICG-Field-21,2020,14,0,12,-88.109669,39.3598392,332.1,0.74,1.4171,31.96297392
ICG-Field-21,2020,27,0,12,-88.108861,39.3601173,364.6,0.69,1.4171,29.80331352
ICG-Field-21,2020,13,0,12,-88.108278,39.3599426,285.7,0.76,1.3706,31.74967488
ICG-Field-21,2020,21,0,12,-88.107599,39.3610303,376.2,0.61,1.4171,26.34785688
ICG-Field-21,2020,17,0,12,-88.109339,39.3610137,299.8,0.74,1.4171,31.96297392
ICG-Field-22,2020,30,0,12,-88.062969,39.429807,272.8,1.29,1.4582,57.33525744
ICG-Field-22,2020,7,0,12,-88.062142,39.4289135,243.7,1.36,1.3737,56.94371136
ICG-Field-22,2020,27,0,12,-88.060864,39.4289251,229.2,2.1,1.3737,87.9277896
ICG-Field-22,2020,25,0,12,-88.059587,39.4289368,265.7,0.74,1.3737,30.98407824
ICG-Field-22,2020,15,0,12,-88.060176,39.429472,304.9,1.06,1.4562,47.04807456
ICG-Field-22,2020,19,0,12,-88.061567,39.4292791,261.3,0.66,1.4387,28.94204016
ICG-Field-22,2020,10,0,12,-88.060875,39.4296459,253.6,1.84,1.3737,77.04149184
ICG-Field-22,2020,16,0,12,-88.060299,39.4299214,339.3,1.32,1.3737,55.26889632
ICG-Field-22,2020,26,0,12,-88.061466,39.4302712,292,0.72,1.4328,31.44365568
ICG-Field-22,2020,14,0,12,-88.062048,39.430356,312.4,0.68,1.4443,29.93513952
ICG-Field-22,2020,9,0,12,-88.062408,39.4310735,351.6,0.83,1.4323,36.23489832
ICG-Field-22,2020,31,0,12,-88.061587,39.4306305,322.9,1.18,1.4214,51.12264096
ICG-Field-22,2020,4,0,12,-88.061121,39.4305447,308.9,0.98,1.4353,42.87298512
ICG-Field-22,2020,23,0,12,-88.059837,39.4301059,261.3,1.03,1.3737,43.12648728
ICG-Field-22,2020,12,0,12,-88.060543,39.4307301,325.5,0.72,1.4783,32.44218048
ICG-Field-22,2020,3,0,12,-88.061597,39.4312612,249.7,0.7,1.4394,30.7110384
ICG-Field-22,2020,17,0,12,-88.061946,39.431258,245.1,0.8,1.437,35.039808
ICG-Field-22,2020,21,0,12,-88.062529,39.4314329,255.9,1.02,1.422,44.2094112
ICG-Field-22,2020,13,0,12,-88.063001,39.4318791,308.9,1.15,1.4164,49.6476528
ICG-Field-22,2020,18,0,12,-88.06277,39.4319713,294.5,0.61,1.4431,26.83126968
ICG-Field-22,2020,11,0,12,-88.062781,39.432692,283.9,0.82,1.4293,35.72335248
ICG-Field-22,2020,24,0,12,-88.062075,39.4321578,255.2,0.72,1.4235,31.2395616
ICG-Field-22,2020,22,0,12,-88.061136,39.4315357,229,0.76,1.4634,33.89936832
ICG-Field-22,2020,2,0,12,-88.060202,39.4311838,227,1.63,1.3737,68.24871288
ICG-Field-22,2020,1,0,12,-88.06056,39.4318112,259.7,1.14,1.4685,51.0262632
ICG-Field-22,2020,28,0,12,-88.060796,39.4320794,198.1,1.99,1.4713,89.24199576
ICG-Field-22,2020,32,0,12,-88.060333,39.4321737,288.9,0.76,1.4713,34.08237024
ICG-Field-22,2020,5,0,12,-88.060338,39.4325341,308.5,0.63,1.4787,28.39458888
ICG-Field-22,2020,6,0,12,-88.060572,39.4326221,261.7,0.72,1.4447,31.70480832
ICG-Field-22,2020,29,0,12,-88.061039,39.432798,335.7,0.53,1.4361,23.19933384
ICG-Field-22,2020,8,0,12,-88.059647,39.4329008,275.4,1.42,1.4168,61.32137088
ICG-Field-19,2020,30,0,12,-88.139109,39.3624078,183.7,0.69,1.4042,29.53201104
ICG-Field-19,2020,29,0,12,-88.138526,39.3622333,286.6,1.17,1.4452,51.53814432
ICG-Field-19,2020,31,0,12,-88.137481,39.3622435,366.3,0.68,1.3706,28.40760384
ICG-Field-19,2020,25,0,12,-88.136088,39.3622571,359.6,1,1.4491,44.168568
ICG-Field-19,2020,19,0,12,-88.135984,39.362979,331.1,0.96,1.4376,42.06532608
ICG-Field-19,2020,14,0,12,-88.136913,39.3629699,284.3,1.55,1.4638,69.1557672
ICG-Field-19,2020,6,0,12,-88.137961,39.36323,311.7,0.85,1.4445,37.424106
ICG-Field-19,2020,16,0,12,-88.13739,39.3637762,377,0.74,1.3706,30.91415712
ICG-Field-19,2020,7,0,12,-88.136918,39.3633303,254.9,1.27,1.4204,54.98311584
ICG-Field-19,2020,27,0,12,-88.136232,39.3639677,319.2,0.54,1.3677,22.51124784
ICG-Field-19,2020,4,0,12,-88.135778,39.3646029,427.3,0.54,1.3905,22.8865176
ICG-Field-19,2020,26,0,12,-88.137175,39.3648595,323.4,1.05,1.3706,43.8646824
ICG-Field-19,2020,28,0,12,-88.137989,39.3649417,339,0.78,1.4067,33.44344848
ICG-Field-19,2020,23,0,12,-88.138102,39.3647604,333.8,0.64,1.3991,27.29252352
ICG-Field-19,2020,3,0,12,-88.138339,39.3650284,291.7,0.89,1.2886,34.95610992
ICG-Field-19,2020,18,0,12,-88.13811,39.3652108,366,0.74,1.4054,31.69907808
ICG-Field-19,2020,15,0,12,-88.137535,39.3655769,414.7,0.49,1.4116,21.08252832
ICG-Field-19,2020,9,0,12,-88.137299,39.3653089,441,0.57,1.4001,24.32477736
ICG-Field-19,2020,5,0,12,-88.135921,39.3662234,393.7,0.58,1.3894,24.56236896
ICG-Field-19,2020,10,0,12,-88.135587,39.3671277,371.8,0.77,1.3905,32.6344788
ICG-Field-19,2020,8,0,12,-88.13594,39.3673945,357.7,0.84,1.3946,35.70622272
ICG-Field-19,2020,11,0,12,-88.136524,39.3676591,364.7,0.53,1.3712,22.15091328
ICG-Field-19,2020,2,0,12,-88.136652,39.3683787,335.9,0.66,1.4171,28.50751728
ICG-Field-19,2020,20,0,12,-88.137701,39.3686388,351.7,0.48,1.4171,20.73273984
ICG-Field-19,2020,1,0,12,-88.138164,39.3685442,382.8,0.61,1.3712,25.49444736
ICG-Field-19,2020,22,0,12,-88.138499,39.3677299,303.7,0.7,1.3509,28.8228024
ICG-Field-19,2020,17,0,12,-88.138256,39.3671016,430.9,0.67,1.4214,29.02726224
ICG-Field-19,2020,12,0,12,-88.138018,39.3667435,361.1,0.65,1.3933,27.6040596
ICG-Field-19,2020,21,0,12,-88.139391,39.3654686,327.8,0.75,1.2886,29.457396
ICG-Field-19,2020,32,0,12,-88.138458,39.3652074,310.8,0.73,1.2886,28.67186544
ICG-Field-19,2020,13,0,12,-88.138677,39.3643943,329.1,0.65,1.3949,27.6357588
ICG-Field-19,2020,24,0,12,-88.139012,39.3638319,347.5,0.64,1.4171,27.64365312
ICG-Field-18,2020,10,0,12,-88.124693,39.3537334,413.2,0.65,1.3706,27.1543272
ICG-Field-18,2020,17,0,12,-88.12713,39.3537099,270.3,0.64,1.3706,26.73656832
ICG-Field-18,2020,9,0,12,-88.128411,39.3539678,407.8,0.64,1.4171,27.64365312
ICG-Field-18,2020,14,0,12,-88.127958,39.354693,328.4,0.66,1.3706,27.57208608
ICG-Field-18,2020,11,0,12,-88.1282,39.3553214,298.8,0.58,1.4171,25.05206064
ICG-Field-18,2020,16,0,12,-88.127754,39.3564069,299.6,0.66,1.4173,28.51154064
ICG-Field-18,2020,28,0,12,-88.127536,39.3573101,327.8,0.67,1.3987,28.56369192
ICG-Field-18,2020,18,0,12,-88.129278,39.3573833,351.7,0.72,1.4171,31.09910976
ICG-Field-18,2020,23,0,12,-88.129738,39.3571085,356.4,0.63,1.4553,27.94525272
ICG-Field-18,2020,1,0,12,-88.129271,39.3569329,304.2,0.6,1.4171,25.9159248
ICG-Field-18,2020,22,0,12,-88.12891,39.3561254,304.9,1.27,1.4171,54.85537416
ICG-Field-18,2020,12,0,12,-88.128556,39.3557684,352.3,0.65,1.3706,27.1543272
ICG-Field-18,2020,30,0,12,-88.128666,39.355407,309.5,0.77,1.3706,32.16743376
ICG-Field-18,2020,25,0,12,-88.128778,39.3551356,312.5,0.76,1.3706,31.74967488
ICG-Field-18,2020,8,0,12,-88.129126,39.3551322,395.8,1.02,1.4313,44.49854448
ICG-Field-18,2020,20,0,12,-88.129133,39.3555826,362.3,0.89,1.3706,37.18054032
ICG-Field-18,2020,21,0,12,-88.129023,39.3559441,320.9,0.7,1.4171,30.2352456
ICG-Field-18,2020,4,0,12,-88.130182,39.3558428,288,0.57,1.4171,24.62012856
ICG-Field-18,2020,5,0,12,-88.129706,39.3551265,425.5,1.12,1.4224,48.55732224
ICG-Field-18,2020,29,0,12,-88.129703,39.3549464,302.7,1.2,1.4313,52.3512288
ICG-Field-18,2020,13,0,12,-88.129932,39.3547639,247.2,1.46,1.4313,63.69399504
ICG-Field-18,2020,26,0,12,-88.130276,39.3544903,338.4,1.19,1.4313,51.91496856
ICG-Field-18,2020,6,0,12,-88.129232,39.3545004,353.7,0.7,1.3706,29.2431216
ICG-Field-18,2020,7,0,12,-88.129219,39.3536896,300.5,0.67,1.3706,27.98984496
ICG-Field-18,2020,27,0,12,-88.128868,39.3535128,265.5,0.8,1.3706,33.4207104
ICG-Field-18,2020,31,0,12,-88.129093,39.3530601,349.7,0.91,1.3706,38.01605808
ICG-Field-18,2020,24,0,12,-88.129435,39.3526964,333.8,0.8,1.3706,33.4207104
ICG-Field-18,2020,3,0,12,-88.127113,39.3526288,264.7,1.17,1.4402,51.35983632
ICG-Field-18,2020,15,0,12,-88.127234,39.352988,256.7,1.06,1.443,46.6215984
ICG-Field-18,2020,19,0,12,-88.125611,39.3530938,280.4,0.86,1.3706,35.92726368
ICG-Field-18,2020,2,0,12,-88.123982,39.3528392,382.1,0.63,1.4171,27.21172104
ICG-Field-18,2020,32,0,12,-88.124455,39.3533753,252,0.7,1.3706,29.2431216
ICG-Field-27,2020,9,0,12,-87.769995,40.3803205,207,1.23,1.3686,51.30936144
ICG-Field-27,2020,20,0,12,-87.770002,40.3809511,237.9,1.68,1.3725,70.280784
ICG-Field-27,2020,4,0,12,-87.77001,40.3815817,142.4,1.11,1.3755,46.5370164
ICG-Field-27,2020,5,0,12,-87.770138,40.3824817,269.5,1.11,1.3561,45.88066008
ICG-Field-27,2020,2,0,12,-87.770258,40.3826611,264.1,1.54,1.3599,63.83261808
ICG-Field-27,2020,15,0,12,-87.77026,40.3828413,243.4,1.62,1.3588,67.09428288
ICG-Field-27,2020,12,0,12,-87.770969,40.3831068,230,1.52,1.373,63.6105408
ICG-Field-27,2020,6,0,12,-87.770844,40.382477,172.6,1.14,1.3719,47.66968368
ICG-Field-27,2020,18,0,12,-87.771077,40.3822052,280.3,1.21,1.3776,50.80699008
ICG-Field-27,2020,7,0,12,-87.770607,40.3822984,264.3,1.3,1.37,54.28488
ICG-Field-27,2020,14,0,12,-87.770837,40.3818464,241.7,0.91,1.3768,38.18802624
ICG-Field-27,2020,16,0,12,-87.7713,40.3811226,207.6,1.07,1.3567,44.24687112
ICG-Field-27,2020,8,0,12,-87.771456,40.3818861,205.5,1.25,1.3571,51.70551
ICG-Field-27,2020,3,0,12,-87.771574,40.3823013,279.4,1.14,1.3705,47.6210376
ICG-Field-27,2020,19,0,12,-87.771789,40.3826509,255.3,1.61,1.3793,67.68611304
ICG-Field-27,2020,21,0,12,-87.772375,40.3823767,268.1,1.36,1.3763,57.05148864
ICG-Field-27,2020,17,0,12,-87.772252,40.3819271,255.4,2.25,1.284,88.05672
ICG-Field-27,2020,1,0,12,-87.772008,40.381208,204.6,2.41,1.2656,92.96692608
ICG-Field-27,2020,13,0,12,-87.772239,40.380756,261,2.16,1.264,83.2177152
ICG-Field-27,2020,11,0,12,-87.771766,40.3806691,229.2,2.6,1.3628,107.9991744
ICG-Field-27,2020,10,0,12,-87.771057,40.3804936,322.6,1.39,1.2626,53.49282672
ICG-Field-27,2020,22,0,12,-87.771172,40.3802226,319.7,1.23,1.2512,46.90798848
ICG-Field-26,2020,14,0,12,-87.778565,40.3866982,188.4,0.99,1.3212,39.86747424
ICG-Field-26,2020,11,0,12,-87.77819,40.3848088,228,1.96,1.3089,78.19473312
ICG-Field-26,2020,26,0,12,-87.777356,40.3840036,247.9,1.54,1.2596,59.12461632
ICG-Field-26,2020,6,0,12,-87.777249,40.3849052,259.6,2.28,1.2663,88.00075872
ICG-Field-26,2020,7,0,12,-87.777255,40.3854457,245.2,1.75,1.263,67.36842
ICG-Field-26,2020,4,0,12,-87.777617,40.386164,239.4,1.39,1.2641,53.55637752
ICG-Field-26,2020,31,0,12,-87.777618,40.3862541,231.9,1.48,1.2641,57.02405664
ICG-Field-26,2020,9,0,12,-87.776794,40.3863497,188.1,1.32,1.3656,54.94300416
ICG-Field-26,2020,29,0,12,-87.776075,40.3852735,205.3,1.54,1.2469,58.52848848
ICG-Field-26,2020,3,0,12,-87.776181,40.3842818,225.3,1.47,1.3566,60.78327696
ICG-Field-26,2020,12,0,12,-87.774766,40.3842012,240.5,1.26,1.3652,52.43023296
ICG-Field-26,2020,20,0,12,-87.774065,40.3846563,192.9,2.22,1.2673,85.75261488
ICG-Field-26,2020,22,0,12,-87.774544,40.3853738,265.9,1.41,1.3619,58.53010392
ICG-Field-26,2020,28,0,12,-87.774665,40.3856433,243.1,1.52,1.2802,59.31115392
ICG-Field-26,2020,16,0,12,-87.774315,40.3859159,238.6,2.25,1.2968,88.934544
ICG-Field-26,2020,30,0,12,-87.773599,40.3851099,242.7,2.3,1.2411,87.0060744
ICG-Field-26,2020,32,0,12,-87.772422,40.3852079,238.3,2.09,1.2542,79.89655344
ICG-Field-26,2020,18,0,12,-87.772305,40.3852987,197.9,2.16,1.3538,89.12985984
ICG-Field-26,2020,27,0,12,-87.772196,40.3861103,251.5,1.44,1.3623,59.79298176
ICG-Field-26,2020,8,0,12,-87.771366,40.3855753,266.1,1.34,1.3672,55.84082304
ICG-Field-26,2020,25,0,12,-87.771715,40.3852126,230.6,1.08,1.3628,44.86119552
ICG-Field-26,2020,5,0,12,-87.771356,40.3847645,293.9,1.42,1.3676,59.19191616
ICG-Field-26,2020,19,0,12,-87.771353,40.3844943,247.7,1.24,1.26,47.621952
ICG-Field-26,2020,2,0,12,-87.770292,40.3844112,350.9,1.33,1.364,55.2943776
ICG-Field-26,2020,13,0,12,-87.770535,40.3850403,273.7,1.48,1.3565,61.1922576
ICG-Field-26,2020,17,0,12,-87.770193,40.3860335,269,1.04,1.348,42.7305216
ICG-Field-26,2020,15,0,12,-87.770078,40.3863046,314.8,1.89,1.3571,78.17873112
ICG-Field-26,2020,10,0,12,-87.772085,40.3866516,268.3,1.41,1.3641,58.62465288
ICG-Field-26,2020,24,0,12,-87.775737,40.3866271,306.7,1.62,1.3684,67.56830784
ICG-Field-26,2020,23,0,12,-87.776798,40.3867101,346.8,1.07,1.3754,44.85674544
ICG-Field-26,2020,21,0,12,-87.777035,40.3867986,312,1.14,1.3715,47.6557848
ICG-Field-26,2020,1,0,12,-87.777386,40.386616,301.6,1.44,1.2599,55.29852288
ICG-Field-28,2020,5,0,12,-87.788915,40.3653812,130.6,1.78,1.2794,69.41307936
ICG-Field-28,2020,21,0,12,-87.796338,40.3656907,224.9,2.46,1.2987,97.37756496
ICG-Field-28,2020,24,0,12,-87.796582,40.3664097,242.8,2.67,1.2891,104.9090206
ICG-Field-28,2020,27,0,12,-87.796704,40.3667692,234.1,2.53,1.2905,99.5161332
ICG-Field-28,2020,22,0,12,-87.796356,40.3672221,171.8,2.88,1.369,120.1741056
ICG-Field-28,2020,3,0,12,-87.79588,40.3667749,138.2,1.6,1.3653,66.5829504
ICG-Field-28,2020,14,0,12,-87.795526,40.3666872,157.9,1.83,1.3623,75.98691432
ICG-Field-28,2020,12,0,12,-87.792936,40.3667951,215.4,2.06,1.2821,80.50152048
ICG-Field-28,2020,6,0,12,-87.793174,40.3670638,142.9,1.64,1.3874,69.35224128
ICG-Field-28,2020,23,0,12,-87.792943,40.3674257,144.6,2.21,1.3818,93.07915344
ICG-Field-28,2020,17,0,12,-87.79259,40.3674281,210.7,1.95,1.2906,76.7081016
ICG-Field-28,2020,25,0,12,-87.793778,40.3683209,118.8,1.56,1.3902,66.10234176
ICG-Field-28,2020,19,0,12,-87.792952,40.3681464,121.7,2.45,1.3819,103.1947644
ICG-Field-28,2020,15,0,12,-87.791416,40.3677965,151.3,1.81,1.3793,76.09432584
ICG-Field-28,2020,10,0,12,-87.789526,40.3672689,116.2,1.87,1.3433,76.56487608
ICG-Field-28,2020,2,0,12,-87.788813,40.3667332,152.5,1.22,1.3772,51.21200832
ICG-Field-28,2020,28,0,12,-87.788685,40.3659233,147.6,1.52,1.3704,63.49008384
ICG-Field-28,2020,30,0,12,-87.789151,40.3654696,114.2,3.01,1.2794,117.3782971
ICG-Field-28,2020,7,0,12,-87.789276,40.3660994,143.2,1.35,1.3619,56.0394612
ICG-Field-28,2020,13,0,12,-87.789626,40.3657367,145.3,2.39,1.3884,101.1410525
ICG-Field-28,2020,11,0,12,-87.789864,40.3660053,125.5,1.79,1.3774,75.14984208
ICG-Field-28,2020,20,0,12,-87.790455,40.3661815,119.6,1.89,1.3022,75.01609584
ICG-Field-28,2020,8,0,12,-87.790228,40.3669038,125.1,1.41,1.2472,53.60066496
ICG-Field-28,2020,16,0,12,-87.791412,40.3674362,111.8,2.24,1.2753,87.07136256
ICG-Field-28,2020,32,0,12,-87.791404,40.3667155,126,1.69,1.2426,64.00781712
ICG-Field-28,2020,29,0,12,-87.792346,40.3667091,123.5,2.72,1.301,107.8601856
ICG-Field-28,2020,31,0,12,-87.790333,40.3658219,138.1,2.51,1.3791,105.5077697
ICG-Field-28,2020,4,0,12,-87.790449,40.365641,146.1,2.24,1.3791,94.15832832
ICG-Field-28,2020,26,0,12,-87.792335,40.3658082,154.5,2.29,1.2667,88.41464664
ICG-Field-28,2020,1,0,12,-87.792573,40.3659868,107.1,2.74,1.3609,113.6558357
ICG-Field-28,2020,18,0,12,-87.792923,40.3657141,252.5,2.12,1.3714,88.61657664
ICG-Field-28,2020,9,0,12,-87.793746,40.3656184,240.5,2.51,1.2493,95.57744664
ICG-Field-34,2020,21,0,12,-89.907457,38.0187036,360.8,0.63,1.375,26.4033
ICG-Field-34,2020,13,0,12,-89.906664,38.0188133,311.2,0.64,1.3838,26.99406336
ICG-Field-34,2020,5,0,12,-89.906653,38.0185433,322.7,0.64,1.4168,27.63780096
ICG-Field-34,2020,8,0,12,-89.906511,38.017826,253.3,0.5,1.3854,21.113496
ICG-Field-34,2020,17,0,12,-89.905712,38.0179002,198,0.57,1.3922,24.18752592
ICG-Field-34,2020,11,0,12,-89.904932,38.0182254,378.6,0.59,1.3961,25.10634552
ICG-Field-34,2020,15,0,12,-89.904701,38.018141,235.9,0.67,1.3961,28.51059576
ICG-Field-34,2020,14,0,12,-89.904484,38.0184167,274.2,0.53,1.4015,22.6403916
ICG-Field-34,2020,3,0,12,-89.904602,38.0185039,196.2,0.47,1.4015,20.0773284
ICG-Field-34,2020,1,0,12,-89.904395,38.0190496,300.2,1.05,1.3982,44.7479928
ICG-Field-34,2020,6,0,12,-89.904043,38.018788,222,0.71,1.407,30.4486056
ICG-Field-34,2020,20,0,12,-89.903379,38.0192549,268,0.44,1.4059,18.85480608
ICG-Field-34,2020,10,0,12,-89.903283,38.0197078,212.1,0.82,1.3964,34.90106304
ICG-Field-34,2020,2,0,12,-89.9034,38.019795,370.6,0.85,1.3967,36.1857036
ICG-Field-34,2020,9,0,12,-89.904029,38.0213112,223.7,0.54,1.3871,22.83055632
ICG-Field-34,2020,18,0,12,-89.904708,38.0212043,194.6,0.51,1.4077,21.88241496
ICG-Field-34,2020,4,0,12,-89.905046,38.0211058,233.1,0.58,1.3922,24.61186848
ICG-Field-34,2020,16,0,12,-89.904865,38.0193984,298.2,0.65,1.392,27.578304
ICG-Field-34,2020,19,0,12,-89.905668,38.0195587,173.5,0.97,1.3909,41.12279304
ICG-Field-34,2020,7,0,12,-89.905661,38.0193787,299.6,0.69,1.3853,29.13452136
ICG-Field-34,2020,12,0,12,-89.905427,38.0192043,330.5,0.62,1.3935,26.3338056
ICG-Field-34,2020,22,0,12,-89.905857,38.018563,289,0.76,1.4083,32.62298784
ICG-Field-31,2020,11,0,12,-89.931823,38.0334174,264.6,0.75,1.4031,32.074866
ICG-Field-31,2020,12,0,12,-89.932282,38.033496,272.5,0.84,1.3929,35.66269728
